,Toppling Goliath Kentucky Brunch,Westvleteren 12 (XII),Toppling Goliath Mornin' Delight,Cigar City Hunahpu's Imperial Stout - Double Barrel Aged,Three Floyds Dark Lord Russian Imperial Stout - Bourbon Barrel Aged,Russian River Pliny the Younger,AleSmith Speedway Stout - Bourbon Barrel Aged,Three Floyds Dark Lord Russian Imperial Stout - Bourbon Vanilla Bean,Bell's Black Note Stout,Founders CBS (Canadian Breakfast Stout),AleSmith Speedway Stout - Bourbon Barrel Aged: Vietnamese Coffee,Rochefort Trappistes 10,AleSmith Speedway Stout,Hill Farmstead Ann,Cigar City Hunahpu's Imperial Stout,Bell's Expedition Stout,Founders KBS (Kentucky Breakfast Stout),Three Floyds Dark Lord Russian Imperial Stout,Russian River Pliny the Elder,Funky Buddha Morning Wood,Perennial Abraxas - Barrel Aged,Goose Island Bourbon County Stout,Cigar City Hunahpu's Imperial Stout - Bourbon Barrel Aged,Szałpiw Buba Extreme Jack Daniels BA,Alchemist Heady Topper,Mikkeller Beer Geek Vanilla Shake (Bourbon Edition),Goose Island Bourbon County Stout - Coffee,Three Floyds Dreadnaught Imperial IPA,Toppling Goliath Assassin,Hill Farmstead Aaron,Mikkeller Beer Geek Brunch Weasel,Prairie / Evil Twin Bible Belt - Barrel Aged,Bell's Bourbon Barrel-Aged Expedition Stout,Cycle Trademark Dispute (Yellow),Firestone Walker Parabola,Funky Buddha Last Buffalo in the Park,Evil Twin Double Barrel Jesus,Omnipollo / Siren / David Strachan Lorelei - Barrel Aged Extra Maple,Funky Buddha Wide Awake It's Morning,AleSmith Speedway Stout - Vietnamese Coffee,Surly Darkness,Cycle Trademark Dispute (Green),Westvleteren Extra 8,Deschutes The Abyss,Hill Farmstead Abner,Stone Imperial Russian Stout - Bourbon Barrel,Toppling Goliath King Sue,Hair of the Dog Matt,Bell's Hopslam,Närke Kaggen Stormaktsporter Börb'nåhallon
2347,,4,,,,,,,,,,4.1,4.5,,,4.6,4.6,,5,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,
2348,,4.2,,,,,,,,,,4.4,4.3,,,4.5,4.2,,4,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
2349,,5,,,,,,,,,,4.4,4.7,,,3.7,4.5,,3.8,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,
2350,,4.2,,,,,,,,,,4.8,4,,,4.3,4,,4,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,
2351,,4,,,,,,,,,,4.5,4.6,,,4.2,4.8,,4.3,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,
2352,,4.4,,,,,,,,,,4.3,4.3,,,4.1,3.8,,4.3,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
2353,,5,,,,,,,,,,4.9,4.6,,,4.3,5,,4.4,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,
2354,,4.5,,,,,,,,,,4.9,4.4,,,4.4,4.1,,4.2,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,
2355,,4.3,,,,,,,,,,3.7,4.1,,,3.9,4,,3.5,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,
2356,,4.6,,,,,,,,,,4.3,4.9,,,4.6,3.9,,4.2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,
2357,,4.5,,,,,,,,,,4.5,4,,,4.4,3.6,,3.5,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,
2358,,4.3,,,,,,,,,,4.6,4.7,,,4.8,4.2,,4.6,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,
2359,,3.1,,,,,,,,,,3.7,4.5,,,4.6,3.9,,4.2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,
2360,,4.3,,,,,,,,,,5,4.4,,,4.6,4.2,,4.3,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,
2361,,3.9,,,,,,,,,,4.7,4.1,,,4.5,4.3,,4.2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,
2362,,4.1,,,,,,,,,,4.5,4.4,,,4.6,4.6,,4,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,
2363,,4.3,,,,,,,,,,4.1,3.7,,,4.3,4.1,,4.6,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,
2364,,4.4,,,,,,,,,,4.4,4.1,,,3.9,4.5,,3.7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
2365,,4.2,,,,,,,,,,4.7,4.6,,,4.2,4.2,,4.3,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,
2366,,4.5,,,,,,,,,,4.9,4.3,,,3.4,4.3,,3.3,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
2367,,4.3,,,,,,,,,,4.6,4.4,,,4.2,4,,4.5,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,
2368,,4.1,,,,,,,,,,4.5,4.2,,,4.3,3.9,,4.1,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,
2369,,4.5,,,,,,,,,,4.3,4.1,,,4.2,4.5,,4,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,
2370,,4.2,,,,,,,,,,4.2,4.3,,,4.2,4.5,,4.8,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,
2371,,4.2,,,,,,,,,,4.5,4.4,,,4.4,4.2,,4.2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,
2372,,5,,,,,,,,,,4.4,3.9,,,4.3,4.5,,4.8,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,
2373,,4.9,,,,,,,,,,3.9,4.4,,,4.5,4.3,,4.5,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,
2374,,4.1,,,,,,,,,,4.8,4.5,,,4.3,3.4,,4.1,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
2375,,4.3,,,,,,,,,,4.6,4.6,,,4.5,4.8,,4.3,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,
2376,,3.5,,,,,,,,,,4.2,4.7,,,4.1,4.1,,3.8,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,
2377,,4.3,,,,,,,,,,5,4.3,,,5,4.2,,4.3,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,
2378,,4.6,,,,,,,,,,4.4,4.2,,,4.1,3.9,,4.2,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,
2379,,4.4,,,,,,,,,,4.4,4.7,,,4.6,4.2,,4.7,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
2380,,4.2,,,,,,,,,,4.3,4.2,,,4.3,4.7,,4.5,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,
2381,,4.3,,,,,,,,,,4.6,4.5,,,4,4.2,,4.3,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,
2382,,4.3,,,,,,,,,,4.5,4.3,,,4.4,4.5,,4.2,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,
2383,,4.7,,,,,,,,,,4.8,4.3,,,4.7,4.6,,4.5,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
2384,,4.5,,,,,,,,,,4.2,4.5,,,4.8,4.1,,4,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,
2385,,4.4,,,,,,,,,,5,4.4,,,3.9,4.2,,4.4,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,
2386,,4.2,,,,,,,,,,4.4,3.9,,,3.9,4.3,,4.4,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,
2387,,4.6,,,,,,,,,,4.7,4.5,,,4.9,4.6,,4.7,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,
2388,,1.5,,,,,,,,,,4.2,4.1,,,4.5,4.7,,4.1,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,
2389,,4.6,,,,,,,,,,4.6,4.3,,,3.8,4.3,,4.4,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,
2390,,4.7,,,,,,,,,,4.4,4.4,,,4.3,4.5,,4.2,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,
2391,,4,,,,,,,,,,4.4,4.4,,,4.3,4.4,,4.8,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
2392,,4.9,,,,,,,,,,5,4.1,,,4,4.4,,4,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,
2393,,4.7,,,,,,,,,,4.4,4.6,,,4.4,4.3,,4.8,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,
2394,,3.1,,,,,,,,,,4.5,4.3,,,4.4,4.1,,4.8,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,
2395,,4.5,,,,,,,,,,4.8,4.1,,,4.6,4.5,,4.8,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,
2396,,4.3,,,,,,,,,,4.4,4.9,,,4.3,3.6,,4.6,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,
2397,,4.5,,,,,,,,,,4.2,4.5,,,4,4.6,,4.4,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,
2398,,4.5,,,,,,,,,,4.3,3.7,,,4.2,3.9,,4.5,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,
2399,,4.4,,,,,,,,,,4.2,4,,,4.4,4.3,,4.3,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,
2400,,4.5,,,,,,,,,,4.3,4,,,4.7,5,,4.1,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,
2401,,4.7,,,,,,,,,,4.5,4,,,4.1,4.5,,4.6,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,
2402,,4.6,,,,,,,,,,3.8,3.8,,,4.2,3.5,,4.3,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,
2403,,4.7,,,,,,,,,,3.7,4.3,,,4.4,4.6,,4.7,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,
2404,,4.7,,,,,,,,,,4.1,4,,,4.6,3.7,,4.2,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,
2405,,4.8,,,,,,,,,,3.9,4.3,,,3.8,4.8,,4.4,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,
2406,,4.3,,,,,,,,,,4.7,4.2,,,4.6,4.2,,4.1,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,
2407,,4.4,,,,,,,,,,4.2,3.7,,,4.1,5,,4.4,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,
2408,,4.8,,,,,,,,,,4.2,4,,,4.1,4.2,,4.2,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,
2409,,3.6,,,,,,,,,,3.8,4.4,,,4.5,4,,4.8,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
2410,,4.4,,,,,,,,,,4.9,4.6,,,4,4.5,,4.6,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,
2411,,4,,,,,,,,,,4.4,4.2,,,4.4,4.2,,4.1,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,
2412,,5,,,,,,,,,,4.4,4.1,,,4.2,5,,4.6,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,
2413,,4.1,,,,,,,,,,4.7,4.2,,,4.6,4,,4.8,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,
2414,,4.2,,,,,,,,,,4.6,4.4,,,4.5,4.1,,4.8,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,
2415,,4.8,,,,,,,,,,4.5,4.2,,,4.2,4.2,,4.3,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,
2416,,3.7,,,,,,,,,,4.2,3.5,,,4.3,5,,4.9,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,
2417,,4.8,,,,,,,,,,4.1,4.6,,,4.4,4.8,,4,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,
2418,,4.2,,,,,,,,,,4.7,4.3,,,4,4.5,,4.8,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,
2419,,4.6,,,,,,,,,,4.3,4.7,,,4.9,4.8,,3.4,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
2420,,4.4,,,,,,,,,,4.4,4.6,,,4.3,4.3,,4.6,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,
2421,,4.7,,,,,,,,,,3.5,4.4,,,4.1,4.6,,4.1,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
2422,,4.6,,,,,,,,,,4.4,4.5,,,4.6,4.3,,4.2,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,
2423,,3.6,,,,,,,,,,5,4.5,,,4.7,4.3,,4.5,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,
2424,,4.5,,,,,,,,,,4.4,4.4,,,4.3,4.5,,4.4,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,
2425,,5,,,,,,,,,,4.5,4.2,,,4.7,4.7,,4.5,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,
2426,,4.6,,,,,,,,,,4.4,4.7,,,4.4,4.5,,4.1,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
2427,,4.4,,,,,,,,,,4.5,4.1,,,4.1,4.2,,4.7,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,
2428,,4.8,,,,,,,,,,4.3,4.2,,,4.9,5,,4.6,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,
2429,,5,,,,,,,,,,4.6,4.8,,,4.6,4.7,,4.2,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,
2430,,4.7,,,,,,,,,,4.3,4.1,,,4.5,3.8,,4.5,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,
2431,,4.3,,,,,,,,,,4.3,4.6,,,4.8,4,,4,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
2432,,4.8,,,,,,,,,,4.4,3.9,,,4.2,4.2,,4.8,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,
2433,,4.7,,,,,,,,,,4,4.6,,,4,4.1,,4.5,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,
2434,,4.3,,,,,,,,,,4.7,4.3,,,3.8,4.2,,4.8,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
2435,,5,,,,,,,,,,4.2,4.5,,,4.4,4.3,,4.2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,
2436,,5,,,,,,,,,,4.7,4.4,,,4.6,4.3,,4.1,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,
2437,,4.2,,,,,,,,,,3.5,4.6,,,4.8,4.5,,4.3,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,
2438,,4.4,,,,,,,,,,3.9,4.7,,,4.5,2.5,,4,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,
2439,,5,,,,,,,,,,4.6,4.5,,,3,4.5,,4.4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,
2440,,4.8,,,,,,,,,,4.7,4.4,,,4.4,3.9,,4.9,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,
2441,,4.7,,,,,,,,,,4.6,4.2,,,4.1,3.8,,4.1,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,
2442,,4,,,,,,,,,,4.3,4.4,,,4.2,4.2,,4.4,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,
2443,,3.7,,,,,,,,,,4.3,4.8,,,4.4,4.3,,4.2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,
2444,,4.3,,,,,,,,,,4.5,4.5,,,4.3,4,,3.8,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,
2445,,3.6,,,,,,,,,,4.7,3.7,,,4.3,4.3,,3.9,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,
2446,,4.6,,,,,,,,,,4.1,4.8,,,4,3.1,,4.1,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,
2447,,5,,,,,,,,,,4.5,4.5,,,4.5,4,,4.5,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,
2448,,4.5,,,,,,,,,,4.2,4.4,,,4.6,4.1,,4.8,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,
2449,,4.9,,,,,,,,,,4.3,4.2,,,4.3,4.1,,4.3,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,
2450,,4.3,,,,,,,,,,4.6,2.8,,,4.6,3,,4.2,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,
2451,,3.9,,,,,,,,,,3.5,4.4,,,4.4,3.6,,4.6,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,
2452,,4.4,,,,,,,,,,3.8,4.4,,,3.9,4.2,,3.6,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,
2453,,4.4,,,,,,,,,,4.6,4.2,,,4.3,4.9,,4.2,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
2454,,4,,,,,,,,,,4,4.5,,,4.6,4.4,,4.3,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,
2455,,4.4,,,,,,,,,,4.3,4.5,,,4.3,4.4,,4.4,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,
2456,,4.3,,,,,,,,,,4.2,4.2,,,4.3,4.6,,3.9,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,
2457,,4.6,,,,,,,,,,4.3,4.4,,,4.7,4.2,,3,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,
2458,,3.8,,,,,,,,,,4.3,4.6,,,5,3.9,,4.3,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,
2459,,4.5,,,,,,,,,,4,4.2,,,4.4,3.7,,4.1,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,
2460,,4.4,,,,,,,,,,4.1,4.3,,,4.1,4.3,,4.3,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,
2461,,4.6,,,,,,,,,,4.3,4.5,,,4.7,4.3,,4.3,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,
2462,,4.4,,,,,,,,,,4,4.6,,,3.4,4.2,,4.2,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,
2463,,5,,,,,,,,,,4.5,4.5,,,4.3,4.1,,4.4,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
2464,,3.9,,,,,,,,,,4.2,4.4,,,4.5,3.7,,4.3,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,
2465,,5,,,,,,,,,,3.5,4.1,,,4.4,4.2,,4.3,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,
2466,,4.9,,,,,,,,,,4,4.6,,,4.4,4.2,,4.2,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,
2467,,4.3,,,,,,,,,,3.8,4.9,,,3.7,3.6,,4.3,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
2468,,5,,,,,,,,,,3.7,4.3,,,4.1,4.3,,4.5,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,
2469,,4.4,,,,,,,,,,3.9,4,,,4.4,3.9,,4.5,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,
2470,,4.7,,,,,,,,,,3.8,4.2,,,4.4,4.2,,4.3,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,
2471,,4.5,,,,,,,,,,4.4,4.4,,,4.1,3.9,,4.5,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,
2472,,4.5,,,,,,,,,,4.7,4.2,,,4.8,3.6,,4.3,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,
2473,,4.1,,,,,,,,,,3.7,4.2,,,4.3,4.4,,4.5,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,
2474,,4.7,,,,,,,,,,3.5,4.6,,,4.7,4.3,,4,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,
2475,,4.6,,,,,,,,,,4.6,4.2,,,5,4.1,,4.2,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
2476,,4.5,,,,,,,,,,4.6,4.8,,,3.7,4.1,,4,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,
2477,,4.2,,,,,,,,,,4.4,4.8,,,4.4,2.1,,4.4,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,
2478,,4.6,,,,,,,,,,4.4,4.1,,,4.5,4,,4.3,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,
2479,,4.7,,,,,,,,,,4.1,4,,,4.2,3.4,,4.7,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,
2480,,4.7,,,,,,,,,,4.5,4.6,,,2.9,4,,4,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,
2481,,4.6,,,,,,,,,,4.5,4.4,,,4.4,4.3,,3.2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,
2482,,4.6,,,,,,,,,,4.7,4.3,,,5,4,,4.8,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
2483,,4.1,,,,,,,,,,4.6,4.3,,,4.7,2.8,,3.9,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,
2484,,4.6,,,,,,,,,,5,4.2,,,4.5,4.3,,4.4,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
2485,,3.6,,,,,,,,,,4.5,4,,,5,4.8,,4.4,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,
2486,,4.3,,,,,,,,,,4.8,4.2,,,4.2,4.4,,3.8,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
2487,,1.2,,,,,,,,,,5,4.1,,,4.3,4.3,,4.2,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,
2488,,4.7,,,,,,,,,,4.5,4.4,,,4.8,4.5,,4,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,
2489,,4.2,,,,,,,,,,3.4,4.4,,,4.5,4.4,,4.5,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,
2490,,4.7,,,,,,,,,,4.7,4.8,,,4.7,4.6,,4.8,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,
2491,,4.6,,,,,,,,,,4.8,4.3,,,4.5,4.5,,4.2,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,
2492,,3.5,,,,,,,,,,4.2,4.7,,,4.4,4.5,,4.1,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,
2493,,4.8,,,,,,,,,,4.5,4.5,,,4.6,4,,4.2,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,
2494,,4.6,,,,,,,,,,4,4,,,3.8,4,,4.2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,
2495,,4.5,,,,,,,,,,2.7,4.7,,,3.8,4.4,,4.1,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
2496,,5,,,,,,,,,,4,4.1,,,1.6,4.2,,4.3,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,
2497,,4.1,,,,,,,,,,4.5,3.5,,,4.6,4.5,,4,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,
2498,,4.2,,,,,,,,,,4.1,4.9,,,4.7,3.9,,5,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,
2499,,4,,,,,,,,,,4.9,4.3,,,4.8,4.3,,4.4,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
2500,,3.9,,,,,,,,,,4.5,4.4,,,4.1,4.3,,4.2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,
2501,,4.2,,,,,,,,,,4.3,4.7,,,4.5,4.4,,4.3,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,
2502,,4.4,,,,,,,,,,3.9,4.3,,,4.7,4.3,,3.9,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
2503,,4.9,,,,,,,,,,4.6,4.4,,,4.3,4.3,,4.2,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,
2504,,3.9,,,,,,,,,,4.2,4.3,,,4.6,4.2,,4.1,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,
2505,,4.4,,,,,,,,,,4.6,4.8,,,3,4.4,,4.8,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,
2506,,4.7,,,,,,,,,,4.5,4,,,3.8,5,,4.1,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,
2507,,5,,,,,,,,,,3.8,4.2,,,4.4,4.4,,4.1,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,
2508,,4.4,,,,,,,,,,3,4.3,,,4.4,2.9,,4.5,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,
2509,,4.7,,,,,,,,,,4.2,4.4,,,4.3,4.8,,5,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,
2510,,4.7,,,,,,,,,,4.4,4.4,,,3.8,4.3,,4.2,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,
2511,,4.8,,,,,,,,,,4.3,4.3,,,4.5,4.6,,4.7,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,
2512,,4.7,,,,,,,,,,4.7,0.7,,,4.4,4.4,,4.1,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,
2513,,4.5,,,,,,,,,,4.1,4.6,,,4.4,4,,4.6,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,
2514,,4.8,,,,,,,,,,4.6,4.4,,,4.6,4.7,,3.7,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,
2515,,4.6,,,,,,,,,,4.7,2.1,,,4.1,4.6,,4.2,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,
2516,,4.6,,,,,,,,,,3.9,4.2,,,4.2,4.1,,4.2,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,
2517,,4.4,,,,,,,,,,4.5,4.6,,,4.8,4.2,,4.3,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,
2518,,4,,,,,,,,,,4.2,4.3,,,3.5,4,,4.6,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,
2519,,4.6,,,,,,,,,,4.6,3.8,,,3.9,3.7,,4,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,
